time;AAN155Free;AAN155_Ba;solvent
2817,3828;2,20E+01;4,25E+02;2,00E+00
2819,8242;2,90E+01;4,16E+02;3,00E+00
2822,2656;1,70E+01;4,52E+02;2,00E+00
2824,707;3,30E+01;4,45E+02;2,00E+00
2827,1484;3,00E+01;4,27E+02;2,00E+00
2829,59;2,40E+01;4,47E+02;4,00E+00
2832,0313;2,20E+01;4,33E+02;4,00E+00
2834,4727;2,20E+01;4,25E+02;3,00E+00
2836,9141;2,20E+01;3,98E+02;2,00E+00
2839,3555;2,60E+01;4,14E+02;5,00E+00
2841,7969;2,50E+01;4,30E+02;0,00E+00
2844,2383;2,00E+01;4,39E+02;2,00E+00
2846,68;2,20E+01;4,42E+02;7,00E+00
2849,1211;3,00E+01;4,27E+02;6,00E+00
2851,5625;3,00E+01;3,74E+02;5,00E+00
2854,0039;2,10E+01;4,29E+02;2,00E+00
2856,4453;2,20E+01;4,13E+02;1,00E+00
2858,8867;3,00E+01;3,91E+02;4,00E+00
2861,3281;3,00E+01;4,12E+02;5,00E+00
2863,77;2,20E+01;3,83E+02;3,00E+00
2866,2109;3,10E+01;4,22E+02;4,00E+00
2868,6523;2,50E+01;4,12E+02;5,00E+00
2871,0938;1,60E+01;4,14E+02;1,00E+00
2873,5352;1,90E+01;4,10E+02;2,00E+00
2875,9766;2,40E+01;4,23E+02;3,00E+00
2878,418;2,50E+01;4,29E+02;2,00E+00
2880,8594;2,50E+01;4,03E+02;1,00E+00
2883,3008;2,30E+01;3,99E+02;2,00E+00
2885,7422;1,50E+01;4,40E+02;4,00E+00
2888,1836;2,50E+01;4,09E+02;5,00E+00
2890,625;2,20E+01;4,06E+02;3,00E+00
2893,0664;2,20E+01;4,51E+02;2,00E+00
2895,5078;2,80E+01;3,91E+02;3,00E+00
2897,9492;2,60E+01;4,32E+02;3,00E+00
2900,3906;2,80E+01;3,93E+02;3,00E+00
2902,832;2,60E+01;3,96E+02;2,00E+00
2905,2734;3,40E+01;3,92E+02;2,00E+00
2907,7148;2,60E+01;4,11E+02;1,00E+00
2910,1563;2,20E+01;4,18E+02;5,00E+00
2912,5977;2,40E+01;4,08E+02;4,00E+00
2915,0391;2,80E+01;3,86E+02;3,00E+00
2917,48;2,10E+01;4,14E+02;4,00E+00
2919,9219;2,20E+01;4,11E+02;6,00E+00
2922,3633;2,00E+01;4,38E+02;5,00E+00
2924,8047;2,10E+01;4,01E+02;4,00E+00
2927,2461;2,10E+01;3,86E+02;3,00E+00
2929,6875;1,70E+01;3,80E+02;3,00E+00
2932,1289;2,30E+01;3,75E+02;4,00E+00
2934,57;1,40E+01;4,19E+02;3,00E+00
2937,0117;2,60E+01;3,98E+02;3,00E+00
2939,4531;1,80E+01;4,01E+02;3,00E+00
2941,8945;3,10E+01;3,77E+02;5,00E+00
2944,3359;2,40E+01;3,96E+02;2,00E+00
2946,7773;2,00E+01;3,67E+02;4,00E+00
2949,2188;1,60E+01;4,13E+02;3,00E+00
2951,66;2,00E+01;3,74E+02;5,00E+00
2954,1016;3,00E+01;3,99E+02;4,00E+00
2956,543;2,10E+01;4,15E+02;1,00E+00
2958,9844;3,30E+01;4,03E+02;3,00E+00
2961,4258;2,30E+01;3,75E+02;1,00E+00
2963,8672;1,50E+01;3,74E+02;4,00E+00
2966,3086;2,20E+01;4,11E+02;3,00E+00
2968,75;2,10E+01;3,71E+02;2,00E+00
2971,1914;2,50E+01;3,68E+02;3,00E+00
2973,6328;2,50E+01;4,13E+02;4,00E+00
2976,0742;3,10E+01;3,92E+02;8,00E+00
2978,5156;2,10E+01;3,55E+02;6,00E+00
2980,957;1,80E+01;3,65E+02;6,00E+00
2983,3984;1,90E+01;3,72E+02;5,00E+00
2985,84;1,50E+01;3,89E+02;0,00E+00
2988,2813;2,40E+01;3,64E+02;2,00E+00
2990,7227;3,10E+01;4,15E+02;4,00E+00
2993,1641;2,60E+01;3,78E+02;3,00E+00
2995,6055;1,70E+01;3,74E+02;0,00E+00
2998,0469;2,10E+01;3,51E+02;3,00E+00
3000,4883;2,80E+01;3,81E+02;4,00E+00
3002,93;2,60E+01;3,74E+02;1,00E+00
3005,3711;2,20E+01;3,97E+02;4,00E+00
3007,8125;1,40E+01;4,16E+02;3,00E+00
3010,2539;1,60E+01;3,59E+02;1,00E+00
3012,6953;2,60E+01;3,85E+02;2,00E+00
3015,1367;2,40E+01;4,04E+02;3,00E+00
3017,5781;1,30E+01;3,75E+02;5,00E+00
3020,02;1,80E+01;4,14E+02;5,00E+00
3022,4609;1,90E+01;3,79E+02;3,00E+00
3024,9023;3,20E+01;3,14E+02;2,00E+00
3027,3438;2,00E+01;4,05E+02;5,00E+00
3029,7852;1,70E+01;3,74E+02;1,00E+00
3032,2266;2,90E+01;3,98E+02;5,00E+00
3034,668;2,60E+01;3,63E+02;0,00E+00
3037,1094;2,40E+01;3,64E+02;2,00E+00
3039,5508;2,70E+01;3,33E+02;2,00E+00
3041,9922;2,80E+01;3,87E+02;2,00E+00
3044,4336;2,40E+01;3,61E+02;4,00E+00
3046,875;1,60E+01;3,68E+02;7,00E+00
3049,3164;2,30E+01;3,55E+02;3,00E+00
3051,7578;1,80E+01;3,98E+02;4,00E+00
3054,1992;1,70E+01;3,37E+02;0,00E+00
3056,6406;1,70E+01;3,79E+02;2,00E+00
3059,082;1,60E+01;3,87E+02;4,00E+00
3061,5234;1,70E+01;3,74E+02;3,00E+00
3063,9648;3,10E+01;3,71E+02;0,00E+00
3066,4063;3,00E+01;3,64E+02;1,00E+00
3068,8477;1,20E+01;3,34E+02;0,00E+00
3071,2891;1,80E+01;3,52E+02;3,00E+00
3073,73;1,90E+01;3,44E+02;2,00E+00
3076,1719;1,80E+01;3,65E+02;3,00E+00
3078,6133;2,30E+01;3,62E+02;2,00E+00
3081,0547;2,30E+01;3,46E+02;4,00E+00
3083,4961;2,00E+01;3,79E+02;7,00E+00
3085,9375;2,70E+01;3,61E+02;4,00E+00
3088,3789;2,30E+01;3,67E+02;0,00E+00
3090,82;7,00E+00;3,34E+02;5,00E+00
3093,2617;2,30E+01;3,65E+02;1,00E+00
3095,7031;2,90E+01;3,37E+02;5,00E+00
3098,1445;1,90E+01;3,70E+02;6,00E+00
3100,5859;2,30E+01;3,59E+02;3,00E+00
3103,0273;3,60E+01;3,49E+02;0,00E+00
3105,4688;2,90E+01;3,66E+02;4,00E+00
3107,91;1,80E+01;3,76E+02;3,00E+00
3110,3516;2,20E+01;3,52E+02;2,00E+00
3112,793;1,90E+01;3,19E+02;3,00E+00
3115,2344;2,10E+01;3,31E+02;5,00E+00
3117,6758;2,20E+01;3,50E+02;7,00E+00
3120,1172;3,20E+01;3,45E+02;2,00E+00
3122,5586;2,10E+01;3,63E+02;3,00E+00
3125;1,60E+01;3,59E+02;1,00E+00
3127,4414;2,10E+01;3,52E+02;4,00E+00
3129,8828;1,80E+01;3,53E+02;4,00E+00
3132,3242;1,80E+01;3,44E+02;2,00E+00
3134,7656;1,70E+01;3,29E+02;1,00E+00
3137,207;2,60E+01;3,78E+02;4,00E+00
3139,6484;2,20E+01;3,40E+02;0,00E+00
3142,09;1,40E+01;3,49E+02;2,00E+00
3144,5313;1,80E+01;3,76E+02;3,00E+00
3146,9727;2,00E+01;3,58E+02;1,00E+00
3149,4141;2,20E+01;3,43E+02;2,00E+00
3151,8555;2,10E+01;3,56E+02;2,00E+00
3154,2969;2,30E+01;3,58E+02;4,00E+00
3156,7383;2,90E+01;3,17E+02;1,00E+00
3159,18;1,80E+01;3,79E+02;1,00E+00
3161,6211;2,20E+01;3,21E+02;3,00E+00
3164,0625;2,40E+01;3,33E+02;1,00E+00
3166,5039;1,30E+01;3,28E+02;4,00E+00
3168,9453;2,30E+01;3,44E+02;3,00E+00
3171,3867;1,70E+01;3,68E+02;1,00E+00
3173,8281;2,30E+01;3,59E+02;1,00E+00
3176,27;1,70E+01;3,64E+02;3,00E+00
3178,7109;2,20E+01;3,43E+02;0,00E+00
3181,1523;1,90E+01;3,53E+02;3,00E+00
3183,5938;2,50E+01;3,11E+02;1,00E+00
3186,0352;1,60E+01;3,19E+02;3,00E+00
3188,4766;2,00E+01;3,53E+02;5,00E+00
3190,918;2,00E+01;3,25E+02;5,00E+00
3193,3594;2,00E+01;3,36E+02;5,00E+00
3195,8008;2,50E+01;3,43E+02;1,00E+00
3198,2422;2,70E+01;3,56E+02;6,00E+00
3200,6836;1,80E+01;3,30E+02;4,00E+00
3203,125;2,80E+01;3,18E+02;2,00E+00
3205,5664;2,00E+01;3,07E+02;2,00E+00
3208,0078;2,10E+01;3,37E+02;1,00E+00
3210,4492;2,10E+01;3,24E+02;5,00E+00
3212,8906;2,90E+01;3,33E+02;4,00E+00
3215,332;1,90E+01;3,31E+02;1,00E+00
3217,7734;2,60E+01;3,46E+02;3,00E+00
3220,2148;2,60E+01;3,44E+02;2,00E+00
3222,6563;2,50E+01;3,37E+02;1,00E+00
3225,0977;2,10E+01;3,32E+02;5,00E+00
3227,5391;2,20E+01;3,02E+02;2,00E+00
3229,98;1,90E+01;3,30E+02;1,00E+00
3232,4219;2,50E+01;3,11E+02;3,00E+00
3234,8633;2,30E+01;3,37E+02;5,00E+00
3237,3047;2,00E+01;3,28E+02;2,00E+00
3239,7461;2,60E+01;3,01E+02;2,00E+00
3242,1875;2,40E+01;3,15E+02;3,00E+00
3244,6289;3,20E+01;3,71E+02;1,00E+00
3247,07;1,70E+01;3,39E+02;9,00E+00
3249,5117;2,20E+01;3,26E+02;2,00E+00
3251,9531;3,10E+01;3,44E+02;3,00E+00
3254,3945;1,40E+01;3,28E+02;2,00E+00
3256,8359;2,40E+01;3,37E+02;3,00E+00
3259,2773;3,10E+01;3,12E+02;3,00E+00
3261,7188;1,70E+01;3,00E+02;4,00E+00
3264,16;1,90E+01;3,42E+02;2,00E+00
3266,6016;1,90E+01;3,40E+02;1,00E+00
3269,043;1,70E+01;3,33E+02;1,00E+00
3271,4844;1,30E+01;3,61E+02;3,00E+00
3273,9258;2,10E+01;3,27E+02;3,00E+00
3276,3672;1,50E+01;3,09E+02;5,00E+00
3278,8086;2,10E+01;3,21E+02;2,00E+00
3281,25;2,40E+01;2,97E+02;4,00E+00
3283,6914;2,50E+01;3,17E+02;0,00E+00
3286,1328;1,90E+01;2,69E+02;0,00E+00
3288,5742;1,70E+01;3,13E+02;3,00E+00
3291,0156;1,80E+01;3,07E+02;2,00E+00
3293,457;2,30E+01;3,02E+02;5,00E+00
3295,8984;2,90E+01;3,17E+02;2,00E+00
3298,34;2,30E+01;3,32E+02;6,00E+00
3300,7813;1,50E+01;3,23E+02;3,00E+00
3303,2227;2,10E+01;2,95E+02;1,00E+00
3305,6641;2,40E+01;2,86E+02;1,00E+00
3308,1055;2,00E+01;3,02E+02;7,00E+00
3310,5469;1,80E+01;3,19E+02;1,00E+00
3312,9883;1,50E+01;3,00E+02;2,00E+00
3315,43;2,00E+01;3,15E+02;3,00E+00
3317,8711;1,70E+01;3,12E+02;4,00E+00
3320,3125;2,40E+01;2,99E+02;6,00E+00
3322,7539;1,80E+01;3,24E+02;2,00E+00
3325,1953;2,20E+01;3,29E+02;5,00E+00
3327,6367;2,20E+01;3,25E+02;0,00E+00
3330,0781;2,50E+01;3,07E+02;5,00E+00
3332,52;2,00E+01;3,08E+02;0,00E+00
3334,9609;2,40E+01;2,95E+02;2,00E+00
3337,4023;1,80E+01;3,48E+02;3,00E+00
3339,8438;2,50E+01;3,12E+02;2,00E+00
3342,2852;3,00E+01;3,35E+02;2,00E+00
3344,7266;1,80E+01;2,95E+02;2,00E+00
3347,168;1,80E+01;3,43E+02;1,00E+00
3349,6094;2,50E+01;2,72E+02;3,00E+00
3352,0508;2,60E+01;3,03E+02;2,00E+00
3354,4922;2,20E+01;3,42E+02;3,00E+00
3356,9336;2,20E+01;3,18E+02;4,00E+00
3359,375;1,80E+01;3,02E+02;4,00E+00
3361,8164;2,40E+01;3,21E+02;3,00E+00
3364,2578;2,50E+01;3,34E+02;1,00E+00
3366,6992;2,20E+01;2,97E+02;4,00E+00
3369,1406;1,70E+01;3,04E+02;4,00E+00
3371,582;1,50E+01;2,99E+02;1,00E+00
3374,0234;2,60E+01;2,92E+02;3,00E+00
3376,4648;2,40E+01;3,01E+02;2,00E+00
3378,9063;2,20E+01;2,95E+02;1,00E+00
3381,3477;1,70E+01;2,80E+02;5,00E+00
3383,7891;1,50E+01;3,01E+02;3,00E+00
3386,23;2,20E+01;2,88E+02;5,00E+00
3388,6719;1,50E+01;3,50E+02;1,00E+00
3391,1133;1,90E+01;2,92E+02;3,00E+00
3393,5547;1,00E+01;2,94E+02;2,00E+00
3395,9961;2,60E+01;3,47E+02;2,00E+00
3398,4375;1,50E+01;3,05E+02;2,00E+00
3400,8789;1,70E+01;2,60E+02;4,00E+00
3403,32;2,30E+01;2,65E+02;2,00E+00
3405,7617;2,20E+01;3,17E+02;3,00E+00
3408,2031;1,90E+01;2,99E+02;5,00E+00
3410,6445;2,00E+01;2,96E+02;3,00E+00
3413,0859;1,70E+01;3,05E+02;3,00E+00
3415,5273;2,00E+01;3,05E+02;9,00E+00
3417,9688;2,20E+01;2,73E+02;3,00E+00
3420,41;1,80E+01;2,98E+02;3,00E+00
3422,8516;2,40E+01;2,72E+02;3,00E+00
3425,293;1,70E+01;3,17E+02;3,00E+00
3427,7344;1,60E+01;3,20E+02;4,00E+00
3430,1758;1,80E+01;2,94E+02;3,00E+00
3432,6172;1,50E+01;2,91E+02;3,00E+00
3435,0586;1,90E+01;2,93E+02;3,00E+00
3437,5;2,60E+01;3,18E+02;5,00E+00
3439,9414;2,10E+01;3,05E+02;3,00E+00
3442,3828;1,60E+01;3,12E+02;4,00E+00
3444,8242;2,00E+01;2,76E+02;3,00E+00
3447,2656;2,40E+01;2,75E+02;5,00E+00
3449,707;2,00E+01;3,03E+02;2,00E+00
3452,1484;1,90E+01;2,85E+02;2,00E+00
3454,59;1,80E+01;2,81E+02;5,00E+00
3457,0313;1,80E+01;2,68E+02;0,00E+00
3459,4727;2,00E+01;2,57E+02;1,00E+00
3461,9141;2,00E+01;3,10E+02;2,00E+00
3464,3555;2,90E+01;3,00E+02;1,00E+00
3466,7969;1,70E+01;2,93E+02;3,00E+00
3469,2383;2,50E+01;2,66E+02;4,00E+00
3471,68;1,80E+01;2,80E+02;2,00E+00
3474,1211;2,80E+01;2,90E+02;3,00E+00
3476,5625;2,20E+01;2,87E+02;1,00E+00
3479,0039;1,60E+01;2,90E+02;2,00E+00
3481,4453;2,00E+01;2,99E+02;2,00E+00
3483,8867;1,50E+01;3,11E+02;2,00E+00
3486,3281;2,00E+01;2,67E+02;4,00E+00
3488,77;1,70E+01;2,64E+02;5,00E+00
3491,2109;2,20E+01;2,53E+02;2,00E+00
3493,6523;2,20E+01;2,80E+02;5,00E+00
3496,0938;2,70E+01;2,72E+02;6,00E+00
3498,5352;1,90E+01;2,88E+02;1,00E+00
3500,9766;1,90E+01;2,76E+02;2,00E+00
3503,418;1,50E+01;2,73E+02;4,00E+00
3505,8594;3,20E+01;2,64E+02;2,00E+00
3508,3008;2,00E+01;2,86E+02;2,00E+00
3510,7422;2,30E+01;2,85E+02;1,00E+00
3513,1836;2,70E+01;2,92E+02;3,00E+00
3515,625;1,30E+01;3,04E+02;3,00E+00
3518,0664;1,90E+01;3,14E+02;2,00E+00
3520,5078;2,90E+01;2,74E+02;1,00E+00
3522,9492;2,70E+01;2,84E+02;3,00E+00
3525,3906;1,90E+01;2,63E+02;1,00E+00
3527,832;2,40E+01;2,89E+02;2,00E+00
3530,2734;2,00E+01;2,86E+02;2,00E+00
3532,7148;1,70E+01;2,83E+02;5,00E+00
3535,1563;2,10E+01;2,64E+02;4,00E+00
3537,5977;1,60E+01;2,84E+02;2,00E+00
3540,0391;1,70E+01;3,06E+02;3,00E+00
3542,48;2,00E+01;2,60E+02;3,00E+00
3544,9219;2,20E+01;2,93E+02;1,00E+00
3547,3633;1,70E+01;2,84E+02;1,00E+00
3549,8047;1,90E+01;2,64E+02;2,00E+00
3552,2461;2,50E+01;2,70E+02;3,00E+00
3554,6875;1,60E+01;2,82E+02;2,00E+00
3557,1289;1,90E+01;2,94E+02;2,00E+00
3559,57;2,00E+01;2,50E+02;7,00E+00
3562,0117;1,80E+01;2,77E+02;5,00E+00
3564,4531;1,60E+01;2,54E+02;1,00E+00
3566,8945;1,70E+01;2,68E+02;2,00E+00
3569,3359;1,70E+01;2,72E+02;4,00E+00
3571,7773;2,60E+01;2,59E+02;3,00E+00
3574,2188;1,60E+01;2,54E+02;5,00E+00
3576,66;1,30E+01;2,51E+02;3,00E+00
3579,1016;1,70E+01;2,55E+02;1,00E+00
3581,543;2,50E+01;2,70E+02;2,00E+00
3583,9844;2,30E+01;2,63E+02;3,00E+00
3586,4258;1,90E+01;2,53E+02;4,00E+00
3588,8672;1,90E+01;2,30E+02;4,00E+00
3591,3086;1,20E+01;2,38E+02;3,00E+00
3593,75;2,10E+01;2,89E+02;1,00E+00
3596,1914;2,60E+01;2,52E+02;3,00E+00
3598,6328;2,70E+01;2,81E+02;8,00E+00
3601,0742;2,60E+01;2,83E+02;3,00E+00
3603,5156;1,60E+01;2,59E+02;1,00E+00
3605,957;2,40E+01;2,28E+02;2,00E+00
3608,3984;1,90E+01;2,65E+02;4,00E+00
3610,84;2,10E+01;2,58E+02;1,00E+00
3613,2813;1,70E+01;2,33E+02;3,00E+00
3615,7227;2,10E+01;2,64E+02;6,00E+00
3618,1641;1,40E+01;2,71E+02;6,00E+00
3620,6055;2,20E+01;3,16E+02;1,00E+00
3623,0469;2,00E+01;2,53E+02;4,00E+00
3625,4883;2,30E+01;2,60E+02;1,00E+00
3627,93;1,70E+01;2,51E+02;5,00E+00
3630,3711;2,80E+01;2,67E+02;0,00E+00
3632,8125;2,40E+01;2,52E+02;4,00E+00
3635,2539;1,90E+01;2,70E+02;0,00E+00
3637,6953;1,60E+01;2,29E+02;3,00E+00
3640,1367;1,70E+01;2,57E+02;3,00E+00
3642,5781;2,10E+01;2,94E+02;2,00E+00
3645,02;2,10E+01;2,13E+02;6,00E+00
3647,4609;2,40E+01;2,82E+02;3,00E+00
3649,9023;1,70E+01;2,32E+02;7,00E+00
3652,3438;2,40E+01;2,41E+02;2,00E+00
3654,7852;2,50E+01;2,63E+02;5,00E+00
3657,2266;2,60E+01;2,45E+02;1,00E+00
3659,668;1,60E+01;2,44E+02;1,00E+00
3662,1094;2,00E+01;2,39E+02;2,00E+00
3664,5508;1,90E+01;2,56E+02;1,00E+00
3666,9922;1,90E+01;2,62E+02;3,00E+00
3669,4336;2,90E+01;2,46E+02;0,00E+00
3671,875;2,30E+01;2,81E+02;3,00E+00
3674,3164;1,40E+01;2,89E+02;0,00E+00
3676,7578;2,20E+01;2,87E+02;4,00E+00
3679,1992;1,30E+01;2,17E+02;2,00E+00
3681,6406;1,10E+01;2,43E+02;5,00E+00
3684,082;1,70E+01;2,38E+02;6,00E+00
3686,5234;3,20E+01;2,48E+02;6,00E+00
3688,9648;1,90E+01;2,30E+02;3,00E+00
3691,4063;2,10E+01;2,25E+02;2,00E+00
3693,8477;2,70E+01;2,63E+02;3,00E+00
3696,2891;1,70E+01;2,61E+02;3,00E+00
3698,73;1,40E+01;2,34E+02;3,00E+00
3701,1719;2,40E+01;2,54E+02;4,00E+00
3703,6133;1,30E+01;2,27E+02;2,00E+00
3706,0547;2,50E+01;2,26E+02;3,00E+00
3708,4961;1,90E+01;2,48E+02;5,00E+00
3710,9375;1,70E+01;2,42E+02;1,00E+00
3713,3789;2,70E+01;2,58E+02;4,00E+00
3715,82;1,90E+01;2,49E+02;2,00E+00
3718,2617;1,80E+01;2,47E+02;2,00E+00
3720,7031;2,30E+01;2,29E+02;8,00E+00
3723,1445;1,60E+01;2,28E+02;5,00E+00
3725,5859;1,70E+01;2,50E+02;4,00E+00
3728,0273;1,10E+01;2,37E+02;7,00E+00
3730,4688;2,20E+01;2,40E+02;1,00E+00
3732,91;2,10E+01;2,32E+02;2,00E+00
3735,3516;2,60E+01;2,54E+02;2,00E+00
3737,793;1,80E+01;2,44E+02;3,00E+00
3740,2344;2,80E+01;2,44E+02;2,00E+00
3742,6758;2,40E+01;2,33E+02;2,00E+00
3745,1172;1,70E+01;2,43E+02;5,00E+00
3747,5586;2,00E+01;2,52E+02;2,00E+00
3750;1,80E+01;2,53E+02;3,00E+00
3752,4414;1,50E+01;2,35E+02;4,00E+00
3754,8828;1,80E+01;2,19E+02;3,00E+00
3757,3242;1,60E+01;2,60E+02;0,00E+00
3759,7656;1,00E+01;2,55E+02;1,00E+00
3762,207;1,80E+01;2,31E+02;4,00E+00
3764,6484;1,70E+01;2,31E+02;3,00E+00
3767,09;2,30E+01;2,37E+02;1,00E+00
3769,5313;2,00E+01;2,42E+02;4,00E+00
3771,9727;2,10E+01;2,17E+02;4,00E+00
3774,4141;1,90E+01;2,10E+02;2,00E+00
3776,8555;2,30E+01;2,57E+02;2,00E+00
3779,2969;1,70E+01;2,45E+02;2,00E+00
3781,7383;2,30E+01;2,31E+02;4,00E+00
3784,18;2,50E+01;2,26E+02;1,00E+00
3786,6211;1,50E+01;2,49E+02;5,00E+00
3789,0625;1,90E+01;2,37E+02;4,00E+00
3791,5039;1,50E+01;2,34E+02;3,00E+00
3793,9453;2,70E+01;2,15E+02;1,00E+00
3796,3867;2,00E+01;2,28E+02;2,00E+00
3798,8281;1,40E+01;2,11E+02;1,00E+00
3801,27;2,40E+01;2,28E+02;2,00E+00
3803,7109;2,40E+01;2,07E+02;7,00E+00
3806,1523;2,30E+01;2,33E+02;2,00E+00
3808,5938;2,40E+01;2,39E+02;3,00E+00
3811,0352;1,10E+01;2,56E+02;1,00E+00
3813,4766;1,90E+01;2,61E+02;6,00E+00
3815,918;1,60E+01;2,15E+02;4,00E+00
3818,3594;1,60E+01;2,23E+02;3,00E+00
3820,8008;1,50E+01;2,38E+02;1,00E+00
3823,2422;2,30E+01;2,33E+02;2,00E+00
3825,6836;1,50E+01;2,57E+02;5,00E+00
3828,125;2,20E+01;2,17E+02;2,00E+00
3830,5664;1,40E+01;2,25E+02;5,00E+00
3833,0078;1,30E+01;2,15E+02;5,00E+00
3835,4492;2,10E+01;2,03E+02;4,00E+00
3837,8906;2,00E+01;2,37E+02;4,00E+00
3840,332;1,70E+01;2,37E+02;3,00E+00
3842,7734;2,20E+01;2,05E+02;2,00E+00
3845,2148;1,20E+01;2,33E+02;3,00E+00
3847,6563;1,10E+01;2,20E+02;6,00E+00
3850,0977;2,40E+01;2,49E+02;0,00E+00
3852,5391;2,00E+01;2,60E+02;2,00E+00
3854,98;1,40E+01;2,41E+02;2,00E+00
3857,4219;2,20E+01;2,28E+02;2,00E+00
3859,8633;2,00E+01;2,28E+02;1,00E+00
3862,3047;1,70E+01;2,25E+02;4,00E+00
3864,7461;2,50E+01;2,28E+02;2,00E+00
3867,1875;1,50E+01;1,99E+02;3,00E+00
3869,6289;2,30E+01;2,40E+02;2,00E+00
3872,07;2,20E+01;1,80E+02;3,00E+00
3874,5117;2,10E+01;2,04E+02;3,00E+00
3876,9531;1,90E+01;2,32E+02;8,00E+00
3879,3945;2,10E+01;2,17E+02;2,00E+00
3881,8359;9,00E+00;2,23E+02;6,00E+00
3884,2773;1,70E+01;2,17E+02;4,00E+00
3886,7188;1,50E+01;2,14E+02;2,00E+00
3889,16;2,30E+01;2,02E+02;1,00E+00
3891,6016;2,10E+01;2,00E+02;8,00E+00
3894,043;2,60E+01;2,08E+02;0,00E+00
3896,4844;1,80E+01;2,05E+02;5,00E+00
3898,9258;1,50E+01;2,27E+02;2,00E+00
3901,3672;2,00E+01;2,14E+02;2,00E+00
3903,8086;2,40E+01;2,10E+02;1,00E+00
3906,25;1,90E+01;2,26E+02;5,00E+00
3908,6914;1,90E+01;2,17E+02;2,00E+00
3911,1328;1,70E+01;2,07E+02;6,00E+00
3913,5742;2,80E+01;2,11E+02;2,00E+00
3916,0156;2,20E+01;1,99E+02;0,00E+00
3918,457;2,30E+01;2,18E+02;0,00E+00
3920,8984;2,40E+01;1,97E+02;2,00E+00
3923,34;1,10E+01;2,15E+02;2,00E+00
3925,7813;1,00E+01;1,94E+02;0,00E+00
3928,2227;4,00E+00;2,19E+02;2,00E+00
3930,6641;2,10E+01;2,22E+02;5,00E+00
3933,1055;2,10E+01;2,07E+02;1,00E+00
3935,5469;1,50E+01;2,21E+02;3,00E+00
3937,9883;2,30E+01;2,09E+02;2,00E+00
3940,43;1,70E+01;2,04E+02;3,00E+00
3942,8711;1,80E+01;1,85E+02;5,00E+00
3945,3125;2,00E+01;2,10E+02;3,00E+00
3947,7539;1,80E+01;2,32E+02;3,00E+00
3950,1953;2,10E+01;2,15E+02;3,00E+00
3952,6367;1,70E+01;2,13E+02;1,00E+00
3955,0781;1,70E+01;1,86E+02;4,00E+00
3957,52;2,20E+01;2,20E+02;5,00E+00
3959,9609;1,80E+01;2,28E+02;2,00E+00
3962,4023;1,80E+01;2,00E+02;0,00E+00
3964,8438;1,80E+01;2,19E+02;2,00E+00
3967,2852;1,60E+01;2,17E+02;1,00E+00
3969,7266;2,40E+01;2,13E+02;3,00E+00
3972,168;2,10E+01;2,20E+02;6,00E+00
3974,6094;1,60E+01;1,94E+02;3,00E+00
3977,0508;1,50E+01;2,02E+02;0,00E+00
3979,4922;2,00E+01;2,33E+02;3,00E+00
3981,9336;2,20E+01;2,21E+02;1,00E+00
3984,375;1,60E+01;2,06E+02;0,00E+00
3986,8164;1,90E+01;1,87E+02;3,00E+00
3989,2578;2,20E+01;1,81E+02;3,00E+00
3991,6992;2,60E+01;1,91E+02;3,00E+00
3994,1406;2,00E+01;2,04E+02;4,00E+00
3996,582;1,90E+01;2,06E+02;1,00E+00
3999,0234;1,30E+01;2,11E+02;2,00E+00
4001,4648;2,40E+01;2,01E+02;4,00E+00
4003,9063;2,50E+01;1,81E+02;3,00E+00
4006,3477;2,40E+01;1,97E+02;1,00E+00
4008,7891;1,80E+01;2,08E+02;2,00E+00
4011,23;2,20E+01;1,87E+02;3,00E+00
4013,6719;1,80E+01;2,01E+02;3,00E+00
4016,1133;1,10E+01;2,12E+02;4,00E+00
4018,5547;2,40E+01;2,11E+02;3,00E+00
4020,9961;2,20E+01;1,94E+02;2,00E+00
4023,4375;1,70E+01;2,25E+02;1,00E+00
4025,8789;1,70E+01;2,04E+02;4,00E+00
4028,32;1,70E+01;2,12E+02;2,00E+00
4030,7617;1,70E+01;2,12E+02;2,00E+00
4033,2031;1,10E+01;2,05E+02;3,00E+00
4035,6445;2,10E+01;1,96E+02;3,00E+00
4038,0859;2,10E+01;1,87E+02;0,00E+00
4040,5273;2,20E+01;2,03E+02;0,00E+00
4042,9688;1,80E+01;2,10E+02;3,00E+00
4045,41;1,70E+01;2,11E+02;3,00E+00
4047,8516;2,70E+01;1,99E+02;0,00E+00
4050,293;1,60E+01;2,06E+02;0,00E+00
4052,7344;2,30E+01;2,15E+02;3,00E+00
4055,1758;1,50E+01;2,02E+02;2,00E+00
4057,6172;1,70E+01;1,83E+02;3,00E+00
4060,0586;2,00E+01;1,83E+02;1,00E+00
4062,5;1,90E+01;1,93E+02;3,00E+00
4064,9414;2,20E+01;2,00E+02;7,00E+00
4067,3828;1,70E+01;2,00E+02;1,00E+00
4069,8242;1,10E+01;1,89E+02;3,00E+00
4072,2656;2,20E+01;2,18E+02;3,00E+00
4074,707;1,60E+01;1,74E+02;1,00E+00
4077,1484;1,30E+01;2,03E+02;4,00E+00
4079,59;1,90E+01;2,09E+02;2,00E+00
4082,0313;1,20E+01;1,88E+02;2,00E+00
4084,4727;1,40E+01;2,03E+02;0,00E+00
4086,9141;2,10E+01;2,11E+02;4,00E+00
