time;AAN155Free;AAN155_Ba;solvent
5361,3281;1,00E+01;1,14E+02;2,00E+00
5363,77;2,10E+01;9,60E+01;2,00E+00
5366,2109;1,50E+01;9,50E+01;3,00E+00
5368,6523;1,60E+01;8,40E+01;4,00E+00
5371,0938;2,00E+01;9,60E+01;1,00E+00
5373,5352;1,20E+01;9,90E+01;2,00E+00
5375,9766;1,40E+01;8,50E+01;5,00E+00
5378,418;1,40E+01;8,30E+01;3,00E+00
5380,8594;1,80E+01;9,20E+01;1,00E+00
5383,3008;2,00E+01;1,01E+02;2,00E+00
5385,7422;1,20E+01;9,80E+01;3,00E+00
5388,1836;1,40E+01;8,80E+01;1,00E+00
5390,625;1,40E+01;1,07E+02;2,00E+00
5393,0664;1,30E+01;1,00E+02;4,00E+00
5395,5078;1,70E+01;9,50E+01;3,00E+00
5397,9492;1,50E+01;9,20E+01;5,00E+00
5400,3906;2,10E+01;1,05E+02;5,00E+00
5402,832;2,30E+01;9,60E+01;1,00E+00
5405,2734;1,60E+01;1,15E+02;4,00E+00
5407,7148;1,20E+01;7,70E+01;2,00E+00
5410,1563;9,00E+00;7,70E+01;3,00E+00
5412,5977;2,30E+01;8,80E+01;7,00E+00
5415,0391;1,80E+01;8,70E+01;1,00E+00
5417,48;1,40E+01;1,10E+02;4,00E+00
5419,9219;1,70E+01;8,90E+01;3,00E+00
5422,3633;1,80E+01;9,20E+01;1,00E+00
5424,8047;2,10E+01;8,30E+01;4,00E+00
5427,2461;1,70E+01;8,60E+01;4,00E+00
5429,6875;1,00E+01;9,40E+01;4,00E+00
5432,1289;1,50E+01;9,20E+01;4,00E+00
5434,57;1,70E+01;9,00E+01;1,00E+00
5437,0117;2,00E+01;1,01E+02;6,00E+00
5439,4531;6,00E+00;9,90E+01;5,00E+00
5441,8945;1,50E+01;9,30E+01;1,00E+00
5444,3359;7,00E+00;8,70E+01;0,00E+00
5446,7773;2,00E+01;1,12E+02;3,00E+00
5449,2188;1,50E+01;8,80E+01;5,00E+00
5451,66;1,10E+01;8,40E+01;1,00E+00
5454,1016;1,60E+01;9,80E+01;4,00E+00
5456,543;9,00E+00;6,70E+01;3,00E+00
5458,9844;9,00E+00;1,08E+02;6,00E+00
5461,4258;2,10E+01;9,00E+01;2,00E+00
5463,8672;1,50E+01;8,30E+01;1,00E+00
5466,3086;1,00E+01;7,40E+01;3,00E+00
5468,75;1,70E+01;7,90E+01;1,00E+00
5471,1914;1,60E+01;7,50E+01;0,00E+00
5473,6328;1,10E+01;8,60E+01;5,00E+00
5476,0742;1,50E+01;8,30E+01;1,00E+00
5478,5156;1,70E+01;9,70E+01;2,00E+00
5480,957;1,60E+01;9,50E+01;3,00E+00
5483,3984;9,00E+00;9,40E+01;3,00E+00
5485,84;1,00E+01;8,10E+01;1,00E+00
5488,2813;1,00E+01;7,20E+01;2,00E+00
5490,7227;1,00E+01;8,30E+01;2,00E+00
5493,1641;1,60E+01;1,04E+02;4,00E+00
5495,6055;1,30E+01;8,70E+01;1,00E+00
5498,0469;1,50E+01;8,60E+01;7,00E+00
5500,4883;2,10E+01;9,50E+01;4,00E+00
5502,93;2,60E+01;8,60E+01;2,00E+00
5505,3711;1,10E+01;9,00E+01;5,00E+00
5507,8125;1,10E+01;9,00E+01;2,00E+00
5510,2539;1,50E+01;9,50E+01;4,00E+00
5512,6953;1,00E+01;1,02E+02;2,00E+00
5515,1367;1,60E+01;7,80E+01;1,00E+00
5517,5781;8,00E+00;8,10E+01;2,00E+00
5520,02;1,30E+01;7,10E+01;5,00E+00
5522,4609;1,20E+01;6,80E+01;4,00E+00
5524,9023;1,10E+01;9,40E+01;2,00E+00
5527,3438;1,50E+01;7,90E+01;1,00E+00
5529,7852;1,60E+01;7,90E+01;3,00E+00
5532,2266;1,50E+01;6,50E+01;5,00E+00
5534,668;2,00E+01;7,60E+01;1,00E+00
5537,1094;1,40E+01;9,50E+01;4,00E+00
5539,5508;2,00E+01;7,30E+01;2,00E+00
5541,9922;9,00E+00;1,02E+02;3,00E+00
5544,4336;1,30E+01;8,20E+01;2,00E+00
5546,875;1,50E+01;8,90E+01;4,00E+00
5549,3164;9,00E+00;8,10E+01;1,00E+00
5551,7578;1,60E+01;9,20E+01;1,00E+00
5554,1992;7,00E+00;8,40E+01;4,00E+00
5556,6406;1,00E+01;8,20E+01;3,00E+00
5559,082;1,40E+01;1,00E+02;6,00E+00
5561,5234;1,40E+01;9,30E+01;3,00E+00
5563,9648;1,60E+01;7,30E+01;2,00E+00
5566,4063;1,20E+01;8,70E+01;2,00E+00
5568,8477;1,80E+01;7,40E+01;2,00E+00
5571,2891;1,00E+01;9,20E+01;4,00E+00
5573,73;1,40E+01;7,30E+01;2,00E+00
5576,1719;1,40E+01;8,50E+01;1,00E+00
5578,6133;1,40E+01;8,30E+01;4,00E+00
5581,0547;9,00E+00;7,80E+01;2,00E+00
5583,4961;1,50E+01;8,40E+01;2,00E+00
5585,9375;1,60E+01;8,90E+01;6,00E+00
5588,3789;1,00E+01;7,20E+01;4,00E+00
5590,82;1,40E+01;7,50E+01;2,00E+00
5593,2617;1,30E+01;9,00E+01;3,00E+00
5595,7031;1,40E+01;1,07E+02;3,00E+00
5598,1445;1,10E+01;9,20E+01;4,00E+00
5600,5859;1,00E+01;9,20E+01;4,00E+00
5603,0273;1,20E+01;8,70E+01;2,00E+00
5605,4688;1,80E+01;7,00E+01;3,00E+00
5607,91;1,60E+01;8,00E+01;5,00E+00
5610,3516;1,50E+01;7,00E+01;3,00E+00
5612,793;1,40E+01;6,90E+01;5,00E+00
5615,2344;1,60E+01;8,20E+01;1,00E+00
5617,6758;7,00E+00;6,90E+01;5,00E+00
5620,1172;2,20E+01;8,60E+01;5,00E+00
5622,5586;1,10E+01;7,30E+01;5,00E+00
5625;1,40E+01;8,40E+01;5,00E+00
5627,4414;2,30E+01;9,20E+01;3,00E+00
5629,8828;1,90E+01;8,10E+01;5,00E+00
5632,3242;1,50E+01;7,20E+01;1,00E+00
5634,7656;1,30E+01;7,10E+01;2,00E+00
5637,207;1,50E+01;8,90E+01;9,00E+00
5639,6484;1,10E+01;9,00E+01;4,00E+00
5642,09;1,40E+01;8,10E+01;4,00E+00
5644,5313;1,10E+01;8,20E+01;1,00E+00
5646,9727;1,20E+01;9,00E+01;1,00E+00
5649,4141;1,10E+01;7,30E+01;4,00E+00
5651,8555;1,20E+01;8,70E+01;3,00E+00
5654,2969;8,00E+00;7,20E+01;4,00E+00
5656,7383;1,70E+01;8,80E+01;5,00E+00
5659,18;1,50E+01;7,00E+01;2,00E+00
5661,6211;1,20E+01;8,00E+01;3,00E+00
5664,0625;9,00E+00;8,00E+01;5,00E+00
5666,5039;1,40E+01;8,40E+01;3,00E+00
5668,9453;1,70E+01;9,30E+01;2,00E+00
5671,3867;1,50E+01;8,90E+01;5,00E+00
5673,8281;1,80E+01;6,40E+01;2,00E+00
5676,27;1,60E+01;8,60E+01;2,00E+00
5678,7109;1,40E+01;8,20E+01;3,00E+00
5681,1523;1,90E+01;8,30E+01;2,00E+00
5683,5938;1,00E+01;9,50E+01;4,00E+00
5686,0352;1,80E+01;8,10E+01;1,00E+00
5688,4766;1,60E+01;9,10E+01;2,00E+00
5690,918;1,00E+01;8,10E+01;3,00E+00
5693,3594;2,30E+01;7,60E+01;3,00E+00
5695,8008;1,90E+01;7,80E+01;4,00E+00
5698,2422;1,60E+01;8,50E+01;3,00E+00
5700,6836;1,60E+01;6,80E+01;3,00E+00
5703,125;1,40E+01;9,50E+01;2,00E+00
5705,5664;2,00E+01;7,90E+01;5,00E+00
5708,0078;1,80E+01;9,90E+01;2,00E+00
5710,4492;1,20E+01;8,30E+01;4,00E+00
5712,8906;1,40E+01;7,20E+01;5,00E+00
5715,332;1,20E+01;7,50E+01;4,00E+00
5717,7734;2,20E+01;8,70E+01;2,00E+00
5720,2148;1,00E+01;7,80E+01;1,00E+00
5722,6563;2,10E+01;7,30E+01;1,00E+00
5725,0977;1,10E+01;7,40E+01;6,00E+00
5727,5391;1,60E+01;6,80E+01;2,00E+00
5729,98;1,00E+01;8,10E+01;4,00E+00
5732,4219;9,00E+00;8,00E+01;2,00E+00
5734,8633;1,60E+01;6,60E+01;6,00E+00
5737,3047;1,30E+01;7,10E+01;3,00E+00
5739,7461;1,00E+01;6,90E+01;2,00E+00
5742,1875;1,50E+01;6,50E+01;3,00E+00
5744,6289;2,00E+01;6,30E+01;5,00E+00
5747,07;2,20E+01;6,70E+01;3,00E+00
5749,5117;1,40E+01;7,00E+01;2,00E+00
5751,9531;1,40E+01;8,30E+01;2,00E+00
5754,3945;1,00E+01;9,20E+01;5,00E+00
5756,8359;7,00E+00;7,90E+01;4,00E+00
5759,2773;1,50E+01;8,10E+01;5,00E+00
5761,7188;1,90E+01;6,70E+01;7,00E+00
5764,16;1,20E+01;6,90E+01;2,00E+00
5766,6016;2,30E+01;8,40E+01;5,00E+00
5769,043;1,30E+01;7,10E+01;3,00E+00
5771,4844;1,70E+01;8,10E+01;2,00E+00
5773,9258;1,80E+01;7,40E+01;1,00E+00
5776,3672;1,20E+01;8,40E+01;4,00E+00
5778,8086;1,30E+01;6,90E+01;2,00E+00
5781,25;9,00E+00;9,40E+01;5,00E+00
5783,6914;1,60E+01;8,40E+01;1,00E+00
5786,1328;1,20E+01;8,30E+01;3,00E+00
5788,5742;1,90E+01;7,00E+01;3,00E+00
5791,0156;1,70E+01;7,50E+01;5,00E+00
5793,457;1,60E+01;8,10E+01;3,00E+00
5795,8984;8,00E+00;5,90E+01;2,00E+00
5798,34;1,10E+01;6,70E+01;2,00E+00
5800,7813;1,20E+01;8,10E+01;5,00E+00
5803,2227;1,20E+01;7,70E+01;4,00E+00
5805,6641;1,40E+01;7,90E+01;2,00E+00
5808,1055;1,70E+01;7,20E+01;6,00E+00
5810,5469;1,20E+01;8,70E+01;1,00E+00
5812,9883;2,60E+01;6,90E+01;3,00E+00
5815,43;1,60E+01;7,30E+01;4,00E+00
5817,8711;1,90E+01;7,30E+01;3,00E+00
5820,3125;1,10E+01;6,80E+01;1,00E+00
5822,7539;1,50E+01;6,30E+01;2,00E+00
5825,1953;1,20E+01;7,60E+01;3,00E+00
5827,6367;1,30E+01;8,00E+01;5,00E+00
5830,0781;1,80E+01;8,40E+01;5,00E+00
5832,52;1,70E+01;5,90E+01;6,00E+00
5834,9609;1,00E+01;6,90E+01;3,00E+00
5837,4023;1,80E+01;6,10E+01;5,00E+00
5839,8438;8,00E+00;8,30E+01;3,00E+00
5842,2852;1,40E+01;5,40E+01;1,00E+00
5844,7266;1,40E+01;8,60E+01;3,00E+00
5847,168;9,00E+00;6,50E+01;1,00E+00
5849,6094;1,40E+01;7,30E+01;2,00E+00
5852,0508;1,50E+01;8,00E+01;1,00E+00
5854,4922;1,80E+01;6,70E+01;2,00E+00
5856,9336;1,70E+01;6,90E+01;0,00E+00
5859,375;2,10E+01;7,50E+01;2,00E+00
5861,8164;8,00E+00;7,70E+01;3,00E+00
5864,2578;1,80E+01;9,80E+01;4,00E+00
5866,6992;9,00E+00;7,20E+01;1,00E+00
5869,1406;1,60E+01;7,80E+01;6,00E+00
5871,582;1,20E+01;7,50E+01;5,00E+00
5874,0234;1,40E+01;6,50E+01;2,00E+00
5876,4648;1,70E+01;6,50E+01;4,00E+00
5878,9063;1,20E+01;8,60E+01;3,00E+00
5881,3477;1,00E+01;6,90E+01;2,00E+00
5883,7891;1,30E+01;7,80E+01;1,00E+00
5886,23;1,40E+01;8,40E+01;6,00E+00
5888,6719;1,60E+01;6,70E+01;2,00E+00
5891,1133;1,80E+01;5,60E+01;1,00E+00
5893,5547;2,00E+01;6,20E+01;5,00E+00
5895,9961;1,60E+01;9,00E+01;2,00E+00
5898,4375;1,10E+01;7,00E+01;1,00E+00
5900,8789;1,10E+01;8,10E+01;2,00E+00
5903,32;1,80E+01;7,70E+01;2,00E+00
5905,7617;1,60E+01;8,80E+01;2,00E+00
5908,2031;6,00E+00;6,20E+01;7,00E+00
5910,6445;6,00E+00;6,90E+01;4,00E+00
5913,0859;1,40E+01;5,50E+01;2,00E+00
5915,5273;1,40E+01;6,60E+01;1,00E+00
5917,9688;1,40E+01;7,50E+01;3,00E+00
5920,41;1,10E+01;7,20E+01;3,00E+00
5922,8516;1,60E+01;5,40E+01;6,00E+00
5925,293;1,00E+01;6,40E+01;4,00E+00
5927,7344;7,00E+00;6,10E+01;5,00E+00
5930,1758;2,10E+01;6,30E+01;3,00E+00
5932,6172;1,00E+01;6,90E+01;2,00E+00
5935,0586;1,30E+01;5,90E+01;3,00E+00
5937,5;1,30E+01;7,00E+01;3,00E+00
5939,9414;1,30E+01;7,50E+01;2,00E+00
5942,3828;1,00E+01;7,00E+01;6,00E+00
5944,8242;1,50E+01;6,30E+01;1,00E+00
5947,2656;1,30E+01;6,00E+01;5,00E+00
5949,707;2,10E+01;6,90E+01;7,00E+00
5952,1484;6,00E+00;6,30E+01;2,00E+00
5954,59;1,40E+01;6,30E+01;1,00E+00
5957,0313;1,10E+01;6,80E+01;2,00E+00
5959,4727;1,40E+01;7,80E+01;1,00E+00
5961,9141;1,30E+01;6,30E+01;7,00E+00
5964,3555;1,60E+01;6,20E+01;3,00E+00
5966,7969;1,50E+01;8,00E+01;1,00E+00
5969,2383;9,00E+00;7,10E+01;4,00E+00
5971,68;1,20E+01;8,60E+01;2,00E+00
5974,1211;1,40E+01;7,90E+01;3,00E+00
5976,5625;1,00E+01;7,10E+01;3,00E+00
5979,0039;1,50E+01;7,50E+01;3,00E+00
5981,4453;1,20E+01;5,70E+01;5,00E+00
5983,8867;1,30E+01;5,20E+01;1,00E+00
5986,3281;1,80E+01;8,10E+01;2,00E+00
5988,77;1,50E+01;6,70E+01;4,00E+00
5991,2109;1,10E+01;5,30E+01;1,00E+00
5993,6523;1,00E+01;7,90E+01;2,00E+00
5996,0938;9,00E+00;6,70E+01;3,00E+00
5998,5352;1,40E+01;6,40E+01;5,00E+00
6000,9766;1,50E+01;6,50E+01;3,00E+00
6003,418;1,60E+01;7,40E+01;8,00E+00
6005,8594;1,30E+01;6,60E+01;4,00E+00
6008,3008;1,10E+01;6,50E+01;2,00E+00
6010,7422;9,00E+00;7,50E+01;3,00E+00
6013,1836;1,00E+01;8,30E+01;2,00E+00
6015,625;1,30E+01;7,10E+01;7,00E+00
6018,0664;8,00E+00;7,10E+01;5,00E+00
6020,5078;1,50E+01;7,00E+01;4,00E+00
6022,9492;1,10E+01;6,80E+01;4,00E+00
6025,3906;1,40E+01;6,00E+01;4,00E+00
6027,832;1,50E+01;6,40E+01;4,00E+00
6030,2734;1,30E+01;6,50E+01;6,00E+00
6032,7148;1,50E+01;7,60E+01;2,00E+00
6035,1563;1,80E+01;6,30E+01;4,00E+00
6037,5977;1,10E+01;6,70E+01;5,00E+00
6040,0391;1,30E+01;5,70E+01;4,00E+00
6042,48;5,00E+00;5,80E+01;1,00E+00
6044,9219;1,20E+01;7,00E+01;3,00E+00
6047,3633;1,90E+01;7,30E+01;1,00E+00
6049,8047;1,30E+01;7,20E+01;5,00E+00
6052,2461;1,80E+01;6,60E+01;3,00E+00
6054,6875;1,80E+01;7,00E+01;3,00E+00
6057,1289;9,00E+00;7,80E+01;4,00E+00
6059,57;7,00E+00;6,60E+01;2,00E+00
6062,0117;1,20E+01;6,40E+01;3,00E+00
6064,4531;9,00E+00;7,50E+01;6,00E+00
6066,8945;7,00E+00;6,60E+01;5,00E+00
6069,3359;1,20E+01;6,90E+01;5,00E+00
6071,7773;1,00E+01;6,70E+01;3,00E+00
6074,2188;1,30E+01;8,40E+01;2,00E+00
6076,66;1,30E+01;7,20E+01;3,00E+00
6079,1016;1,50E+01;6,60E+01;2,00E+00
6081,543;8,00E+00;6,90E+01;6,00E+00
6083,9844;9,00E+00;6,40E+01;3,00E+00
6086,4258;1,00E+01;5,60E+01;4,00E+00
6088,8672;1,00E+01;6,10E+01;3,00E+00
6091,3086;1,10E+01;7,40E+01;3,00E+00
6093,75;1,40E+01;7,10E+01;4,00E+00
6096,1914;1,40E+01;6,80E+01;4,00E+00
6098,6328;9,00E+00;5,90E+01;2,00E+00
6101,0742;1,00E+01;6,70E+01;0,00E+00
6103,5156;8,00E+00;6,40E+01;2,00E+00
6105,957;2,20E+01;6,80E+01;2,00E+00
6108,3984;1,00E+01;7,10E+01;5,00E+00
6110,84;1,80E+01;6,80E+01;1,00E+00
6113,2813;1,50E+01;5,80E+01;2,00E+00
6115,7227;1,70E+01;5,50E+01;1,00E+00
6118,1641;1,10E+01;5,40E+01;5,00E+00
6120,6055;1,60E+01;8,10E+01;6,00E+00
6123,0469;1,10E+01;6,30E+01;0,00E+00
6125,4883;1,40E+01;5,50E+01;3,00E+00
6127,93;1,10E+01;7,80E+01;2,00E+00
6130,3711;1,90E+01;6,90E+01;5,00E+00
6132,8125;1,60E+01;7,00E+01;6,00E+00
6135,2539;1,30E+01;5,40E+01;1,00E+00
6137,6953;1,20E+01;5,60E+01;4,00E+00
6140,1367;1,60E+01;5,10E+01;3,00E+00
6142,5781;1,00E+01;7,50E+01;3,00E+00
6145,02;8,00E+00;5,60E+01;5,00E+00
6147,4609;1,20E+01;5,70E+01;5,00E+00
6149,9023;8,00E+00;6,90E+01;1,00E+00
6152,3438;1,60E+01;6,10E+01;7,00E+00
6154,7852;2,00E+01;6,50E+01;7,00E+00
6157,2266;1,20E+01;5,50E+01;0,00E+00
6159,668;1,10E+01;6,60E+01;2,00E+00
6162,1094;1,50E+01;7,20E+01;0,00E+00
6164,5508;1,90E+01;6,20E+01;6,00E+00
6166,9922;2,00E+01;6,30E+01;1,00E+00
6169,4336;1,10E+01;5,70E+01;1,00E+00
6171,875;9,00E+00;7,00E+01;2,00E+00
6174,3164;1,20E+01;6,10E+01;2,00E+00
6176,7578;9,00E+00;5,30E+01;1,00E+00
6179,1992;1,40E+01;5,20E+01;3,00E+00
6181,6406;1,60E+01;6,30E+01;4,00E+00
6184,082;1,40E+01;5,80E+01;4,00E+00
6186,5234;1,10E+01;4,20E+01;2,00E+00
6188,9648;7,00E+00;6,70E+01;1,00E+00
6191,4063;1,10E+01;5,40E+01;4,00E+00
6193,8477;1,50E+01;5,80E+01;4,00E+00
6196,2891;1,00E+01;5,80E+01;5,00E+00
6198,73;1,50E+01;7,00E+01;1,00E+00
6201,1719;2,00E+01;5,80E+01;4,00E+00
6203,6133;1,20E+01;6,40E+01;3,00E+00
6206,0547;1,20E+01;8,00E+01;3,00E+00
6208,4961;1,60E+01;5,20E+01;2,00E+00
6210,9375;1,30E+01;5,60E+01;4,00E+00
6213,3789;1,40E+01;6,80E+01;5,00E+00
6215,82;1,30E+01;5,90E+01;0,00E+00
6218,2617;1,30E+01;7,50E+01;3,00E+00
6220,7031;1,40E+01;6,50E+01;6,00E+00
6223,1445;1,50E+01;6,50E+01;1,00E+00
6225,5859;9,00E+00;6,40E+01;3,00E+00
6228,0273;1,70E+01;5,80E+01;3,00E+00
6230,4688;1,20E+01;5,50E+01;2,00E+00
6232,91;1,80E+01;4,90E+01;4,00E+00
6235,3516;1,60E+01;5,20E+01;3,00E+00
6237,793;1,50E+01;5,60E+01;3,00E+00
6240,2344;1,10E+01;5,70E+01;6,00E+00
6242,6758;1,20E+01;5,80E+01;5,00E+00
6245,1172;2,10E+01;6,70E+01;3,00E+00
6247,5586;1,50E+01;5,90E+01;5,00E+00
6250;1,70E+01;4,30E+01;4,00E+00
6252,4414;1,10E+01;5,40E+01;3,00E+00
6254,8828;1,80E+01;6,30E+01;3,00E+00
6257,3242;1,30E+01;6,60E+01;3,00E+00
6259,7656;1,20E+01;5,10E+01;2,00E+00
6262,207;1,50E+01;5,40E+01;2,00E+00
6264,6484;1,90E+01;6,00E+01;3,00E+00
6267,09;6,00E+00;6,80E+01;5,00E+00
6269,5313;1,50E+01;6,10E+01;2,00E+00
6271,9727;1,10E+01;5,40E+01;6,00E+00
6274,4141;1,40E+01;5,30E+01;2,00E+00
6276,8555;1,70E+01;6,30E+01;1,00E+00
6279,2969;1,80E+01;6,40E+01;3,00E+00
6281,7383;1,60E+01;6,00E+01;4,00E+00
6284,18;1,30E+01;6,50E+01;4,00E+00
6286,6211;1,60E+01;4,70E+01;1,00E+00
6289,0625;6,00E+00;6,00E+01;1,00E+00
6291,5039;1,30E+01;4,90E+01;0,00E+00
6293,9453;1,30E+01;6,40E+01;2,00E+00
6296,3867;9,00E+00;6,40E+01;2,00E+00
6298,8281;1,40E+01;6,40E+01;4,00E+00
6301,27;1,70E+01;6,70E+01;7,00E+00
6303,7109;8,00E+00;5,70E+01;1,00E+00
6306,1523;1,10E+01;5,50E+01;3,00E+00
6308,5938;1,10E+01;7,00E+01;1,00E+00
6311,0352;1,10E+01;5,20E+01;5,00E+00
6313,4766;9,00E+00;4,30E+01;8,00E+00
6315,918;7,00E+00;5,60E+01;3,00E+00
6318,3594;1,50E+01;5,20E+01;2,00E+00
6320,8008;9,00E+00;6,10E+01;5,00E+00
6323,2422;1,30E+01;6,60E+01;1,00E+00
6325,6836;1,30E+01;5,60E+01;1,00E+00
6328,125;1,20E+01;7,30E+01;2,00E+00
6330,5664;1,20E+01;4,80E+01;3,00E+00
6333,0078;1,40E+01;5,00E+01;3,00E+00
6335,4492;1,60E+01;7,30E+01;3,00E+00
6337,8906;1,50E+01;6,40E+01;3,00E+00
6340,332;1,40E+01;6,30E+01;2,00E+00
6342,7734;1,10E+01;5,70E+01;4,00E+00
6345,2148;2,50E+01;5,20E+01;3,00E+00
6347,6563;1,00E+01;6,30E+01;1,00E+00
6350,0977;1,80E+01;6,30E+01;2,00E+00
6352,5391;1,90E+01;4,10E+01;4,00E+00
6354,98;1,60E+01;4,50E+01;1,00E+00
6357,4219;1,30E+01;5,60E+01;3,00E+00
6359,8633;7,00E+00;6,10E+01;3,00E+00
6362,3047;1,40E+01;5,80E+01;2,00E+00
6364,7461;1,40E+01;4,80E+01;5,00E+00
6367,1875;1,20E+01;3,70E+01;2,00E+00
6369,6289;1,40E+01;4,90E+01;0,00E+00
6372,07;8,00E+00;6,20E+01;3,00E+00
6374,5117;1,20E+01;4,50E+01;0,00E+00
6376,9531;1,10E+01;6,10E+01;3,00E+00
6379,3945;1,50E+01;5,20E+01;0,00E+00
6381,8359;1,50E+01;5,70E+01;6,00E+00
6384,2773;9,00E+00;6,20E+01;4,00E+00
6386,7188;9,00E+00;5,80E+01;3,00E+00
6389,16;1,10E+01;4,90E+01;6,00E+00
6391,6016;1,20E+01;6,80E+01;3,00E+00
6394,043;1,50E+01;5,80E+01;4,00E+00
6396,4844;7,00E+00;6,70E+01;4,00E+00
6398,9258;1,60E+01;5,20E+01;4,00E+00
6401,3672;8,00E+00;6,30E+01;2,00E+00
6403,8086;1,10E+01;5,30E+01;2,00E+00
6406,25;1,50E+01;5,10E+01;4,00E+00
6408,6914;1,50E+01;5,50E+01;5,00E+00
6411,1328;8,00E+00;5,60E+01;1,00E+00
6413,5742;1,30E+01;5,20E+01;4,00E+00
6416,0156;1,40E+01;5,00E+01;2,00E+00
6418,457;1,30E+01;6,00E+01;4,00E+00
6420,8984;1,00E+01;6,50E+01;1,00E+00
6423,34;7,00E+00;5,70E+01;3,00E+00
6425,7813;7,00E+00;5,70E+01;2,00E+00
6428,2227;1,40E+01;4,50E+01;3,00E+00
6430,6641;1,50E+01;6,90E+01;7,00E+00
6433,1055;7,00E+00;5,50E+01;2,00E+00
6435,5469;1,20E+01;5,40E+01;4,00E+00
6437,9883;1,50E+01;4,50E+01;2,00E+00
6440,43;1,30E+01;6,20E+01;2,00E+00
6442,8711;1,50E+01;5,50E+01;3,00E+00
6445,3125;1,10E+01;4,40E+01;5,00E+00
6447,7539;2,70E+01;5,90E+01;1,00E+00
6450,1953;1,50E+01;4,60E+01;1,00E+00
6452,6367;1,00E+01;4,70E+01;1,00E+00
6455,0781;1,00E+01;6,30E+01;4,00E+00
6457,52;7,00E+00;6,30E+01;2,00E+00
6459,9609;1,60E+01;5,80E+01;1,00E+00
6462,4023;1,20E+01;6,10E+01;3,00E+00
6464,8438;1,30E+01;5,40E+01;5,00E+00
6467,2852;1,10E+01;4,70E+01;3,00E+00
6469,7266;1,30E+01;6,20E+01;1,00E+00
6472,168;9,00E+00;5,50E+01;4,00E+00
6474,6094;1,50E+01;5,60E+01;2,00E+00
6477,0508;1,10E+01;4,90E+01;2,00E+00
6479,4922;1,80E+01;6,90E+01;2,00E+00
6481,9336;9,00E+00;5,90E+01;2,00E+00
6484,375;1,30E+01;5,30E+01;4,00E+00
6486,8164;1,20E+01;4,10E+01;2,00E+00
6489,2578;7,00E+00;5,30E+01;3,00E+00
6491,6992;9,00E+00;4,70E+01;3,00E+00
6494,1406;1,70E+01;6,20E+01;3,00E+00
6496,582;1,30E+01;5,30E+01;3,00E+00
6499,0234;1,90E+01;4,40E+01;4,00E+00
6501,4648;1,40E+01;5,80E+01;2,00E+00
6503,9063;1,40E+01;4,60E+01;3,00E+00
6506,3477;1,10E+01;6,60E+01;1,00E+00
6508,7891;1,80E+01;5,90E+01;6,00E+00
6511,23;1,50E+01;4,70E+01;1,00E+00
6513,6719;1,70E+01;5,20E+01;2,00E+00
6516,1133;1,40E+01;4,50E+01;5,00E+00
6518,5547;1,30E+01;6,60E+01;6,00E+00
6520,9961;1,10E+01;5,50E+01;1,00E+00
6523,4375;1,00E+01;6,30E+01;2,00E+00
6525,8789;1,70E+01;5,70E+01;4,00E+00
6528,32;1,00E+01;6,30E+01;2,00E+00
6530,7617;1,80E+01;5,40E+01;4,00E+00
6533,2031;7,00E+00;5,80E+01;2,00E+00
6535,6445;1,80E+01;4,70E+01;5,00E+00
6538,0859;1,10E+01;6,10E+01;7,00E+00
6540,5273;1,10E+01;6,20E+01;0,00E+00
6542,9688;1,40E+01;3,70E+01;3,00E+00
6545,41;1,00E+01;5,00E+01;3,00E+00
6547,8516;6,00E+00;4,80E+01;6,00E+00
6550,293;1,30E+01;5,70E+01;3,00E+00
6552,7344;2,00E+01;5,40E+01;6,00E+00
6555,1758;1,60E+01;4,80E+01;3,00E+00
6557,6172;1,10E+01;5,60E+01;3,00E+00
6560,0586;1,10E+01;5,50E+01;4,00E+00
6562,5;1,40E+01;6,00E+01;4,00E+00
6564,9414;1,20E+01;5,20E+01;0,00E+00
6567,3828;1,20E+01;5,20E+01;0,00E+00
6569,8242;1,10E+01;5,80E+01;5,00E+00
6572,2656;1,90E+01;4,60E+01;3,00E+00
6574,707;9,00E+00;5,90E+01;2,00E+00
6577,1484;8,00E+00;5,40E+01;2,00E+00
6579,59;1,80E+01;6,30E+01;2,00E+00
6582,0313;7,00E+00;5,90E+01;2,00E+00
6584,4727;1,40E+01;5,40E+01;2,00E+00
6586,9141;9,00E+00;5,70E+01;7,00E+00
6589,3555;1,00E+01;6,50E+01;1,00E+00
6591,7969;7,00E+00;6,30E+01;1,00E+00
6594,2383;8,00E+00;5,10E+01;8,00E+00
6596,68;1,10E+01;4,40E+01;4,00E+00
6599,1211;1,00E+01;6,50E+01;3,00E+00
6601,5625;1,10E+01;3,90E+01;2,00E+00
6604,0039;1,50E+01;4,30E+01;2,00E+00
6606,4453;1,00E+01;6,30E+01;3,00E+00
6608,8867;1,60E+01;4,00E+01;2,00E+00
6611,3281;1,40E+01;6,40E+01;1,00E+00
6613,77;7,00E+00;5,00E+01;4,00E+00
6616,2109;1,00E+01;5,40E+01;3,00E+00
6618,6523;1,70E+01;4,20E+01;2,00E+00
6621,0938;1,40E+01;5,20E+01;2,00E+00
6623,5352;1,60E+01;4,80E+01;2,00E+00
6625,9766;1,50E+01;5,60E+01;2,00E+00
6628,418;1,30E+01;4,40E+01;2,00E+00
6630,8594;1,00E+01;4,40E+01;3,00E+00
